title,description,objects,objectlinks,lon,lat,bar_lon,bar_lat
"Apicature activities in mountainous areas of Kissamos, Chania","The MOVING reference member state of this VC (Value Chain) is GREECE. The reference MOVING Card ID of this VC is VC 11 GR. Local beekeepers produce pefkothymaromelo with the traditional way of apicature. Their familes are involved. The product is processed by local units. The Region of Crete has additionally created a special regional labelling system for the quality systems of EU Geographical Indications (GIs ). In this way, the production chain contributes substantially to the socio-ecological system of the region. In the area, the honey factories are certified by this regional label. Pefkothymaromelo is an excellent product of Crete, widely used in local gastronomy and a fovourite buy for the visitors of the area.","crete, greece, system, socio-ecological system","http://www.wikidata.org/entity/Q34374, http://www.wikidata.org/entity/Q41, http://www.wikidata.org/entity/Q58778, http://www.wikidata.org/entity/Q7552762",24.893333333,35.309722222,23.0,38.5
"Mountain landscape and reference chains","The reference mountain chain of this VC is White Mountains. The reference mountain landscape of this VC is KISSAMOS. Τhe White Mountains (2.453 m), the largest massif on the island, host a great variety of flora and fauna species, exclusively endemic (stenoendemic), not to be found anywhere else not even in other parts of Crete. The areas on the southern side of the mountain range are covered with cypress, oak and pine trees, whereas humid areas favour the development of chestnuts, planes and other aquatic plants.","crete, mountain, kissamos","http://www.wikidata.org/entity/Q34374, http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q1021629",24.893333333,35.309722222,23.0,38.5
"Geography and population","The size of the area (km2) is 334.2. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 1000. The total population (in thousand) is 159.893. The population density (Inhabitants/km2) in the LAU is 67.50. The population change rate of the LAU in the last 10 years (%) has been 0.02%. The overall regional population density (Inhabitants/km2) is 76.5. The regional population change rate in the last 10 years (%) has been 0.02%.","population density, altimetry, population","https://www.wikidata.org/entity/Q22856, https://www.wikidata.org/entity/Q1309100, https://www.wikidata.org/entity/Q2625603",23.625859265993725,35.42608126939979,23.0,38.5
"Income and gross value added","The average per capita income (EUR/year) [Province] is 14700. The total Gross Value Added (GVA) (EUR million/year) [Province] is 2031.27. The primary sector share of total GVA/year [Province] is 6.66%. The secondary sector share of total GVA/year [Province] is 9.67%. The tertiary sector share of total GVA/year [Province] is 83.66%. The per capita income (EUR/year) [Region] is 14300. The total Gross Value Added (GVA) (EUR million/year) [Region] is 7862.21. The primary sector share of total GVA/year [Region] is 6.91%. The secondary sector share of total GVA/year [Region] is 11.24%. The tertiary sector share of total GVA/year [Region] is 81.85%.","gross value added, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q994873, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",23.625859265993725,35.42608126939979,23.0,38.5
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1444. The regional (Region) share of total BPs/year is 0.029%. The number of agricultural holdings in the LAU is 19873. The nearest settlement with population over 100000 (km) is 52. In this region protected areas are present.","tourism industry",https://www.wikidata.org/entity/Q9323634,23.625859265993725,35.42608126939979,23.0,38.5
Employment,"The primary sector share of total employment/year [Province] is 14.78%. The secondary sector share of total employment/year [Province] is 11.46%. The tertiary sector share of total employment/year [Province] is 73.76%. The primary sector share of total employment/year [Region] is 16.20%. The secondary sector share of total employment/year [Region] is 11.84%. The tertiary sector share of total employment/year [Region] is 71.97%.","employment, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q656365, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",23.625859265993725,35.42608126939979,23.0,38.5
"Interest on this VC","Apicature in Kissamos mountains is a traditional activity. Pefkothimaromelo is a PDO, a natural blend of pine and thyme honey, produced in Crete, through a specific management of the hives.The blending creates a special category of honey, which combines the mild taste of pine honey with the intense aromatic profile of thyme and is characterized by the presence of Cretan plants. Individual beekeepers in the mountains of Kissamos produce pefkothymatomelo and small companies of the area buy, standardize and resell honey that complies with the constraints of PDO. Pefkothymaromelo is a high quality product of high reputation and value. Pefkothymaromelo along with new types of honey products give a boost in the consumption of honey in general, making the products more attractive to the new target groups of consumers. New marketing and promotion strategies re now employed in order for this new innovative products to be more known to the tourist sector.","kissamos, crete, thyme, honey, management, taste","http://www.wikidata.org/entity/Q1021629, http://www.wikidata.org/entity/Q34374, http://www.wikidata.org/entity/Q3215980, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q2920921, http://www.wikidata.org/entity/Q124794",23.65,35.48333333,23.0,38.5
"Key local assets","The beekeeping in the mountainous areas of Topolia/Kissamos, covered with forests, is a traditional activity that is closely linked to the Cretan way of life. The production of honey in the mountainous is usual a complementary activity of local people while few beekeeprs have been focused on the more intensive form of production. Obviously, locals have a strong historical, cultural and social tie with beekeeping (Minoan Civilization 1600 BC). This tradition is a source of inspiration and creation in many other fields such as literature. poetry, jewellery production etc.). Due to the special climate of Crete (high number of sunshine days annually, not extremely low temperatures, etc.) these activities take place for a long time in the mountainous areas, significantly helping the local communities. During the autumn the bee colonies are transferred to specific forest areas where bees are able to collect the pine tree juices in order to produce pine honey. These seasonal activities can reduce the outflow of the local population to urban centres. ","crete, kissamos, life, honey, people, poetry, climate, sunshine days, autumn, forest, tree","http://www.wikidata.org/entity/Q34374, http://www.wikidata.org/entity/Q1021629, http://www.wikidata.org/entity/Q3, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q2472587, http://www.wikidata.org/entity/Q482, http://www.wikidata.org/entity/Q7937, http://www.wikidata.org/entity/Q7641464, http://www.wikidata.org/entity/Q1314, http://www.wikidata.org/entity/Q4421, http://www.wikidata.org/entity/Q10884",24.893333333,35.309722222,23.0,38.5
Challenges,"Due to climate change, Crete has been affected by severe weather conditions in the last 20 years. Temperature changes and especially heat waves affect the behavior of bees and drastically reduce honey production. At the same time, the use of pesticides has increased in areas where there exist intensive agricultural holdings. Another challenge for Pefkothymaromelo is the adulteration with inferior types of honey, some of them imported in extremely low prices. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","crete, heat, behavior, honey","http://www.wikidata.org/entity/Q34374, http://www.wikidata.org/entity/Q44432, http://www.wikidata.org/entity/Q9332, http://www.wikidata.org/entity/Q10987",24.893333333,35.309722222,23.0,38.5
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. Although a product of traditional apicature, pefkothymaromelo has introduced a new type of honey, branded and protected by the PDO characterization. In the Kissamos area there are a few small processing units, which, apart from pure pefkothymaromelo, make a variety of products based on honey. The innovation is related to New products, New marketing strategies and New governance systems. The land use systems involved are Forestry and Natural land. The local assets include Natural, social and cultural.","innovation, honey, characterization, kissamos, marketing, governance","http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q2667413, http://www.wikidata.org/entity/Q1021629, http://www.wikidata.org/entity/Q39809, http://www.wikidata.org/entity/Q1553864",23.65,35.48333333,23.0,38.5
