title,description,objects,objectlinks,lon,lat,bar_lon,bar_lat
"Artisnal/bespoke timber products such as furniture, toys, jewellery (Ross and Cromarty LAU1)","The MOVING reference member state of this VC (Value Chain) is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 13 UK. Although most forestry in Scotland is maintained/ managed for large-scale commercial or recreation use, there is a growing interest in artisinal/ bespoke wood products (using local wood) from local diversified farms and retail. Products include furniture, kitchen equipment, toys and jewellery. Within Ross and Cromarty there are several bespoke wood producers. Craobh handcrafted wood specialise in using local reclaimed timber. This family-run businesses received LEADER funding to help them expand. Meanwhile, Farmhouse furniture use local timber to create handmade wooden furniture and mantlepieces. There are additional ventures such as Black Isle wood turning which offer training on how to turn wood i.e. for cups and bowls etc. (this also uses local Ross and Cromarty timber). This VC requires good relations amongst the craftspeople, timber producers and land managers.","scotland, recreation, interest, wood, furniture, kitchen, farmhouse, black isle, turning, training, cromarty","http://www.wikidata.org/entity/Q22, http://www.wikidata.org/entity/Q184872, http://www.wikidata.org/entity/Q170924, http://www.wikidata.org/entity/Q287, http://www.wikidata.org/entity/Q14745, http://www.wikidata.org/entity/Q43164, http://www.wikidata.org/entity/Q489357, http://www.wikidata.org/entity/Q880324, http://www.wikidata.org/entity/Q258127, http://www.wikidata.org/entity/Q918385, http://www.wikidata.org/entity/Q1012390",-5.0,57.0,-5.0,57.0
"Mountain landscape and reference chains","The reference mountain chain of this VC is Highlands and Islands (RR9); Highlands and Islands (NUTS2). The reference mountain landscape of this VC is Ross and Cromarty. Ross and Cromarty is a region in the far north of Scotland. It is very remote from the largest cities in Scotland, but it does contain parts of the commuter belt to the city of Inverness and some small towns. Most people live in the lowlands and eastern coastal areas of the region. The uplands and west coast are very sparsely populated with spectacular scenery of mountains, moors, lochs and a rugged coastline.","scotland, cromarty, inverness, people","http://www.wikidata.org/entity/Q22, http://www.wikidata.org/entity/Q1012390, http://www.wikidata.org/entity/Q160493, http://www.wikidata.org/entity/Q2472587",-5.0,57.0,-5.0,57.0
"Geography and population","The size of the area (km2) is 5202.051845. The minimum altimetry of the LAU (Local Administrative Unit) is -3. The maximum altimetry of the LAU is 1094. The total population (in thousand) is 55.581. The population density (Inhabitants/km2) in the LAU is 10.68. The population change rate of the LAU in the last 10 years (%) has been 2.44%. The overall regional population density (Inhabitants/km2) is 11.44. The regional population change rate in the last 10 years (%) has been 1.52%.","population density, altimetry, population","https://www.wikidata.org/entity/Q22856, https://www.wikidata.org/entity/Q1309100, https://www.wikidata.org/entity/Q2625603",-5.018503591729536,57.682890864130606,-5.0,57.0
"Income and gross value added","The average per capita income (EUR/year) [Province] is 22243.38. The total Gross Value Added (GVA) (EUR million/year) [Province] is 2345.4. The primary sector share of total GVA/year [Province] is 4.10%. The secondary sector share of total GVA/year [Province] is 22.60%. The tertiary sector share of total GVA/year [Province] is 73.30%. The per capita income (EUR/year) [Region] is 21856.90. The total Gross Value Added (GVA) (EUR million/year) [Region] is 13770.61. The primary sector share of total GVA/year [Region] is 4.03%. The secondary sector share of total GVA/year [Region] is 27.20%. The tertiary sector share of total GVA/year [Region] is 68.77%.","gross value added, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q994873, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",-5.018503591729536,57.682890864130606,-5.0,57.0
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 8124. The regional (Region) share of total BPs/year is 13.52%. The number of agricultural holdings in the LAU is 10230. The nearest settlement with population over 100000 (km) is 197. In this region protected areas are present.","tourism industry",https://www.wikidata.org/entity/Q9323634,-5.018503591729536,57.682890864130606,-5.0,57.0
Employment,"The primary sector share of total employment/year [Province] is 8.16%. The secondary sector share of total employment/year [Province] is 16.33%. The tertiary sector share of total employment/year [Province] is 75.51%. The primary sector share of total employment/year [Region] is 9.29%. The secondary sector share of total employment/year [Region] is 17.26%. The tertiary sector share of total employment/year [Region] is 73.45%.","employment, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q656365, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",-5.018503591729536,57.682890864130606,-5.0,57.0
"Interest on this VC","High quality and hand crafted timber products made using traditional (i.e. often by hand) means of production' Use of local (i.e., within the same LAU1) reclaimed timber to ensure short supply chains and a continued link to the area. Often there are clear attempts for sustainable practices given they use reclaimed timber (i.e., which may otherwise have been wasted) and work and sell locally.",,,-5.018503591729536,57.682890864130606,-5.0,57.0
"Key local assets","Natural assets - reliant on timber which grows on shoulders of upland mountain areas. Also steady climate and maintained land use. Social assets: good relations amongst those in the VC including timber producer, land managers, bespoke carpenters and tourism busineeses. Cultural assets: traditional knowledge for traditional handcrafted timber production methods, and links to the cultural heritage of the area (i.e., knowledge of local trees and how best they can be used). ","mountain, tourism, knowledge","http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q9081",-5.018503591729536,57.682890864130606,-5.0,57.0
Challenges,"Less wood may be available for artisinal use given Scottish Government's desire to have more of the land covered in forestry (and reduce climate change impacts) in the future (21% forestry cover by 2032). Challenge of reduced tourist market due to BREXIT/ COVID. Overall the type of challenge faced by this VC is Current and predicted. This VC is classified as Traditional.",brexit,http://www.wikidata.org/entity/Q7888194,-5.018503591729536,57.682890864130606,-5.0,57.0
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. although this is a more niche value chain, artisinal timber products are not a new innovation. The innovation is related to the whole VC. The land use systems involved are Forestry. The local assets include Natural, social and cultural.","innovation, value chain","http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q646107",-5.018503591729536,57.682890864130606,-5.0,57.0
