title,description,objects,objectlinks,lon,lat,bar_lon,bar_lat
"Nature-based Tourism","The MOVING reference member state of this VC (Value Chain) is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 16 SCA. This VC fosters the integration of outdoor recreations in wild nature with traditional practices and local products. Therefore, the VC seeks a tourism that boosts regional development based on local assets, trying to keep most of the economic benefits of the activity within the region. Many regional organisations work together with local producers and touristic buisiness and ski lodges along Norway. The actual emphasis on sustainable tourism tries to face overtourism and its impacts on natural ecosystems and local social systems due to over crowding.","norway, nature, tourism, ski, sustainable tourism, overtourism","http://www.wikidata.org/entity/Q20, http://www.wikidata.org/entity/Q7860, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q172226, http://www.wikidata.org/entity/Q1344240, http://www.wikidata.org/entity/Q24899931",11.0,65.0,14.76093611111111,64.77964194444445
"Mountain landscape and reference chains","The reference mountain chain of this VC is Scandinavean Mountains - Scandes. The reference mountain landscape of this VC is Trysil. Trysil is located in the boundary with Sweden. It hosts the largest ski resort in Norway. Its economy is mainly based on services and tourism due to the natural assets of the region.","sweden, norway, mountain, landscape, trysil, ski resort","http://www.wikidata.org/entity/Q34, http://www.wikidata.org/entity/Q20, http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q107425, http://www.wikidata.org/entity/Q48529, http://www.wikidata.org/entity/Q130003",12.315,61.31,14.76093611111111,64.77964194444445
"Geography and population","The size of the area (km2) is 3014.41. The minimum altimetry of the LAU (Local Administrative Unit) is 304. The maximum altimetry of the LAU is 1208. The total population (in thousand) is 6.627. The population density (Inhabitants/km2) in the LAU is 2.19. The population change rate of the LAU in the last 10 years (%) has been -2.04%. The overall regional population density (Inhabitants/km2) is 7.13. The regional population change rate in the last 10 years (%) has been 2.86%.","population density, altimetry, population","https://www.wikidata.org/entity/Q22856, https://www.wikidata.org/entity/Q1309100, https://www.wikidata.org/entity/Q2625603",12.288053061090714,61.328534116531294,14.76093611111111,64.77964194444445
"Income and gross value added","The average per capita income (EUR/year) [Province] is 44611.91. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7816.93. The primary sector share of total GVA/year [Province] is 8.44%. The secondary sector share of total GVA/year [Province] is 16.41%. The tertiary sector share of total GVA/year [Province] is 75.14%. The per capita income (EUR/year) [Region] is 46253.25. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15265.23. The primary sector share of total GVA/year [Region] is 3.65%. The secondary sector share of total GVA/year [Region] is 23.37%. The tertiary sector share of total GVA/year [Region] is 72.98%.","gross value added, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q994873, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",12.288053061090714,61.328534116531294,14.76093611111111,64.77964194444445
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2477. The regional (Region) share of total BPs/year is 0.09%. The number of agricultural holdings in the LAU is 3031. The nearest settlement with population over 100000 (km) is 204. In this region protected areas are present.","tourism industry",https://www.wikidata.org/entity/Q9323634,12.288053061090714,61.328534116531294,14.76093611111111,64.77964194444445
Employment,"The primary sector share of total employment/year [Province] is 1.84%. The secondary sector share of total employment/year [Province] is 18.99%. The tertiary sector share of total employment/year [Province] is 79.17%. The primary sector share of total employment/year [Region] is 4.27%. The secondary sector share of total employment/year [Region] is 22.73%. The tertiary sector share of total employment/year [Region] is 73.03%.","employment, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q656365, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",12.288053061090714,61.328534116531294,14.76093611111111,64.77964194444445
"Interest on this VC","It is a developing industry in Scandinavian countries based on their singular natural assets. In addition, it seeks to add value to other VCs of the area. The innovation is related to the sysnergies between cultural and natural assets, looking for a bigger implication and integration of visitors with the area. Websites play an important mechanism as all the touristic assets (from skiing to cow milking) can be found online. Regional associations play a key role in promoting both local products and also touristic assets under labelling schemes. Finally, with this place-based turn in tourism, more family businesses and local organisations are gaining importance in the management of tourism.","innovation, skiing, role, tourism, importance, management","http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q130949, http://www.wikidata.org/entity/Q214339, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q16886469, http://www.wikidata.org/entity/Q2920921",12.288053061090714,61.328534116531294,14.76093611111111,64.77964194444445
"Key local assets","The specificity of this VC is the landscape of the region. The main asset in winter is outdoor recreation based on winter sports such as skiing (crosscountry and downhill skiing) or dogsledding. For these sports, Scandinavian mountains offer a great spot with extent routes and resorts during a particularly long season. During summer, other outdoor recreation activities such as fly fishing, hunting, and hiking are combined with the enjoyment of cultural landscapes and their associated practices (mostly extensive grazing) and products (dairies, meat, honey, etc.). ","asset, winter, recreation, skiing, scandinavian mountains, summer, fly fishing, hunting, grazing, meat, honey","http://www.wikidata.org/entity/Q46737, http://www.wikidata.org/entity/Q1311, http://www.wikidata.org/entity/Q184872, http://www.wikidata.org/entity/Q130949, http://www.wikidata.org/entity/Q186547, http://www.wikidata.org/entity/Q1313, http://www.wikidata.org/entity/Q898886, http://www.wikidata.org/entity/Q36963, http://www.wikidata.org/entity/Q3239189, http://www.wikidata.org/entity/Q10990, http://www.wikidata.org/entity/Q10987",14.0,65.0,14.76093611111111,64.77964194444445
Challenges,"Tourism is an industry that relies on external visitors, therefore in times of COVID-19 Pandemic, its resilience has been highly questioned. However, it surely delivers multiple benefits to the localities when it looks for responsible visitors that aim to engage with the places they visit. Climate Change is a challenge as winter season may be shorter in the coming years and thus the arctic and snow based touristic sector will need to look for alternatives. In addition, sustainable tourism face challenges when dealing with the impacts of traveling (e.g., carbon emissions) and overtourism in specific locations. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","winter, snow, alternatives, sustainable tourism","http://www.wikidata.org/entity/Q1311, http://www.wikidata.org/entity/Q7561, http://www.wikidata.org/entity/Q4736604, http://www.wikidata.org/entity/Q1344240",12.288053061090714,61.328534116531294,14.76093611111111,64.77964194444445
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Innovations are related with new tourism activities and approches, moving from traditional experiences and offers (such as simple outdoor recreation) towards local initiatives, products and practices that can add value to the touristic experience. The innovation is therefore about looking for these type of synergies. In addition, most of the touristic and accommodation offers are available online, even in the case of small family bussinesses and farms. The innovation is related to New processes, New marketing strategies and New governance systems. The land use systems involved are Cropland, Grassland, Forestry and Natural land. The local assets include Natural, social and cultural.","innovation, tourism, recreation, experience, marketing, governance, grassland","http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q184872, http://www.wikidata.org/entity/Q164359, http://www.wikidata.org/entity/Q39809, http://www.wikidata.org/entity/Q1553864, http://www.wikidata.org/entity/Q1006733",12.288053061090714,61.328534116531294,14.76093611111111,64.77964194444445
