title,description,objects,objectlinks,lon,lat,bar_lon,bar_lat
"Mineral Water from almost virgin natural spring at 1400 m altitude","The MOVING reference member state of this VC (Value Chain) is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 01 PT2. Mineral Water is bottled by the producer in the local factory in the municipality of Manteigas. Bottled water is then sold, mainly, in the nearest municipalities, as the company is very recent. However, the goal is to expand the distribution.","portugal, mineral water, manteigas","http://www.wikidata.org/entity/Q45, http://www.wikidata.org/entity/Q178921, http://www.wikidata.org/entity/Q986093",-9.183333333333334,38.7,-9.183333333333334,38.7
"Mountain landscape and reference chains","The reference mountain chain of this VC is Cordilheira Central (RR08). The reference mountain landscape of this VC is Manteigas. With stunning landscapes, Manteigas is a municipality with 4 parishes, in the district of Guarda in the Centre region of Portugal. Manteigas shares with the municipalities of Seia and Covilhã, the highest point in mainland Portugal at 1993 meters of altitude. The main village of Manteigas is located in the Zêzere Glacier Valley, which is a great example of landscape modeling by glaciers, with its 'U' shape. Historically, the most important economic activities in Manteigas are related to pastoralism, sheep's cheese production and wool industry.","portugal, mountain, landscape, manteigas, municipality, seia, covilhã, altitude, village, glacier, valley, pastoralism, cheese, wool","http://www.wikidata.org/entity/Q45, http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q107425, http://www.wikidata.org/entity/Q986093, http://www.wikidata.org/entity/Q15284, http://www.wikidata.org/entity/Q76017, http://www.wikidata.org/entity/Q849026, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q532, http://www.wikidata.org/entity/Q35666, http://www.wikidata.org/entity/Q39816, http://www.wikidata.org/entity/Q9056738, http://www.wikidata.org/entity/Q10943, http://www.wikidata.org/entity/Q42329",-7.533333333,40.4,-9.183333333333334,38.7
"Geography and population","The size of the area (km2) is 123.28. The minimum altimetry of the LAU (Local Administrative Unit) is 496. The maximum altimetry of the LAU is 1993. The total population (in thousand) is 3.007. The population density (Inhabitants/km2) in the LAU is 24.7. The population change rate of the LAU in the last 10 years (%) has been -0.15%. The overall regional population density (Inhabitants/km2) is 78.6. The regional population change rate in the last 10 years (%) has been -0.05%.","population density, altimetry, population","https://www.wikidata.org/entity/Q22856, https://www.wikidata.org/entity/Q1309100, https://www.wikidata.org/entity/Q2625603",-7.520209808582196,40.39081646399735,-9.183333333333334,38.7
"Income and gross value added","The average per capita income (EUR/year) [Province] is 13122.59. The total Gross Value Added (GVA) (EUR million/year) [Province] is 2534.72. The primary sector share of total GVA/year [Province] is 3.67%. The secondary sector share of total GVA/year [Province] is 24.16%. The tertiary sector share of total GVA/year [Province] is 72.00%. The per capita income (EUR/year) [Region] is 16576.33. The total Gross Value Added (GVA) (EUR million/year) [Region] is 33268.83. The primary sector share of total GVA/year [Region] is 3.44%. The secondary sector share of total GVA/year [Region] is 30.35%. The tertiary sector share of total GVA/year [Region] is 67.00%.","gross value added, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q994873, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",-7.520209808582196,40.39081646399735,-9.183333333333334,38.7
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 403. The regional (Region) share of total BPs/year is 0.63%. The number of agricultural holdings in the LAU is 111. The nearest settlement with population over 100000 (km) is 77.2. In this region protected areas are present.","tourism industry",https://www.wikidata.org/entity/Q9323634,-7.520209808582196,40.39081646399735,-9.183333333333334,38.7
Employment,"The primary sector share of total employment/year [Province] is 20.11%. The secondary sector share of total employment/year [Province] is 34.59%. The tertiary sector share of total employment/year [Province] is 45.30%. The primary sector share of total employment/year [Region] is 13.25%. The secondary sector share of total employment/year [Region] is 48.20%. The tertiary sector share of total employment/year [Region] is 38.55%.","employment, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q656365, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",-7.520209808582196,40.39081646399735,-9.183333333333334,38.7
"Interest on this VC","High importance geological resource. Internationally distinguished product. This is the first Portuguese water bottled in 100% recycled plastic (RPET). Mountain areas are important sources of mineral water springs. This Mineral Water has been internationally distinguished for its high quality, as it is one of the least mineralized waters in the world.","mineral water",http://www.wikidata.org/entity/Q178921,-7.520209808582196,40.39081646399735,-9.183333333333334,38.7
"Key local assets","Almost virgin mineral water spring, located at 1400 m of altitude in the municipality of Manteigas. The Mineral Water has 0% of nitrates and nitrites, as human presence at the water spring is null. Besides, it is is poorly mineralized and the dominant mineral is silica (42% silica in total mineralization). ","mineral water, altitude, municipality, manteigas, mineral, water","http://www.wikidata.org/entity/Q178921, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q15284, http://www.wikidata.org/entity/Q986093, http://www.wikidata.org/entity/Q7946, http://www.wikidata.org/entity/Q283",-7.533333333,40.4,-9.183333333333334,38.7
Challenges,"Reduce plastic use, since this Mineral Water reaches consumers in plastic bottles. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","mineral water",http://www.wikidata.org/entity/Q178921,-7.520209808582196,40.39081646399735,-9.183333333333334,38.7
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. Mineral water from natural springs is a traditional product at Serra da Estrela. Although, a new bottled water company is inovating by introducing in the market the first Portuguese water bottled in 100% recycled plastic (RPET). The innovation is related to Package material. The land use systems involved are N/A. The local assets include Natural.","innovation, mineral water, water","http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q178921, http://www.wikidata.org/entity/Q283",-7.520209808582196,40.39081646399735,-9.183333333333334,38.7
