title,description,objects,objectlinks,lon,lat,bar_lon,bar_lat
"Bee products","The MOVING reference member state of this VC (Value Chain) is CZECH REPUBLIC. The reference MOVING Card ID of this VC is VC 11 CZ. Producers are not necessarily located in the mountains. Their businesses can be located outside mountains. However, they purchase and collect products from the mountain region (fruit). The products are processed and valorized. Since the producers operate on niche market they often use alternative marketing channels (eshops, farmers markets, farmers shops). Their impact on the regional SES is positive. They use - and strengthen - symbolic value associated with the mountain region. This strategy bring many direct and undirect impacts, e.g. for tourism.","czech republic, mountain, fruit, niche market, marketing","http://www.wikidata.org/entity/Q213, http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q1364, http://www.wikidata.org/entity/Q1758705, http://www.wikidata.org/entity/Q39809",16.0,49.5,16.0,50.0
"Mountain landscape and reference chains","The reference mountain chain of this VC is Sumava - Cesky les. The reference mountain landscape of this VC is LAU 1 Klatovy. Moountainm Reference Landscape is very diverse. The area of the region (LAU 1 Klatovy) is covered by 46 % by agricultural land. About 55 % of the agricultural land is arable. Lower areas of the region (LAU 1) are suitable for relatively intense production of crops (including wheat and rape seeds). Upper areas are suitable for potato production. The south-western borders of the region neigbor the Germany. This is the area of the Sumava mountains. Due to the large share of the areas with high altitude there are many areas covered with forests. About 43 % of the region's areas are covered with forests.","germany, mountain, klatovy","http://www.wikidata.org/entity/Q183, http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q602976",13.295088913,49.395625338,16.0,50.0
"Geography and population","The size of the area (km2) is 1946. The minimum altimetry of the LAU (Local Administrative Unit) is 250. The maximum altimetry of the LAU is 1370. The total population (in thousand) is 86.405. The population density (Inhabitants/km2) in the LAU is 44. The population change rate of the LAU in the last 10 years (%) has been -2.60%. The overall regional population density (Inhabitants/km2) is 69.7. The regional population change rate in the last 10 years (%) has been 2.02%.","population density, altimetry, population","https://www.wikidata.org/entity/Q22856, https://www.wikidata.org/entity/Q1309100, https://www.wikidata.org/entity/Q2625603",13.305087540081216,49.399270301749844,16.0,50.0
"Income and gross value added","The average per capita income (EUR/year) [Province] is 10193. The total Gross Value Added (GVA) (EUR million/year) [Province] is 9675.69. The primary sector share of total GVA/year [Province] is 4.70%. The secondary sector share of total GVA/year [Province] is 39.00%. The tertiary sector share of total GVA/year [Province] is 56.30%. The per capita income (EUR/year) [Region] is 9836.73. The total Gross Value Added (GVA) (EUR million/year) [Region] is 19458.96. The primary sector share of total GVA/year [Region] is 4.00%. The secondary sector share of total GVA/year [Region] is 43.60%. The tertiary sector share of total GVA/year [Region] is 52.40%.","gross value added, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q994873, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",13.305087540081216,49.399270301749844,16.0,50.0
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 30828. The regional (Region) share of total BPs/year is 0.33%. The number of agricultural holdings in the LAU is 3183. The nearest settlement with population over 100000 (km) is 85. In this region protected areas are present.","tourism industry",https://www.wikidata.org/entity/Q9323634,13.305087540081216,49.399270301749844,16.0,50.0
Employment,"The primary sector share of total employment/year [Province] is 3.00%. The secondary sector share of total employment/year [Province] is 41.00%. The tertiary sector share of total employment/year [Province] is 56.00%. The primary sector share of total employment/year [Region] is 3.70%. The secondary sector share of total employment/year [Region] is 40.40%. The tertiary sector share of total employment/year [Region] is 26.60%.","employment, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q656365, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",13.305087540081216,49.399270301749844,16.0,50.0
"Interest on this VC","Bee products are not associated solely with mountain regions, but are becoming a visible and important VC that is located in mountain regions and that valorizes specific resources of mountain regions. Beekeeping does not require land, which makes the main difference from farming. Beekeping and quality of bee products is very sensitive to environmental conditions and anthropogenic pollutions. Mountain regions - with low density of human settlements and unique ecology - thus offer rare resources that can be utilized by bee keepers. Quality of bee products are typical examples of credence goods. Symbolic value of the products' origin is therefere an important preposition for succesful marketing of the products. New practices and technology that respond to existing challenges related to increase vulnarability of bee colonies.","mountain, ecology, preposition, marketing","http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q7150, http://www.wikidata.org/entity/Q4833830, http://www.wikidata.org/entity/Q39809",13.305087540081216,49.399270301749844,16.0,50.0
"Key local assets","Sumava Mountains provide pictoresque landscape and unique natural assects, the regions has been partly abandoned during the socialist-era (1950s-1989). In the last 30 years many farms have been renewed based on the pre-WII tradition. The region is highly attractive for tourists in Winter as well Summer season. The producers of the beekepers use local ecosystems. Sumava mountains is thus often use as a brand for the bee products. Beekeepers are in this way valorizing symbolic value of the region, as well as the unique ecosystem. ","landscape, 1950s, wii, winter, summer, ecosystem","http://www.wikidata.org/entity/Q107425, http://www.wikidata.org/entity/Q36297, http://www.wikidata.org/entity/Q8079, http://www.wikidata.org/entity/Q1311, http://www.wikidata.org/entity/Q1313, http://www.wikidata.org/entity/Q37813",13.305087540081216,49.399270301749844,16.0,50.0
Challenges,"Beekeepers producing honey and other bee products in mountain region face many challenges. (1) They compete with mainstream, large-scale bee-keepers who implement intensive methods of production, or import honey from abroad, they compete with low price, which creates a significant economic pressure on small-scale beekeepers that emphasize quality. (2) Due to the global climate change and increasing pollutions bee colonies are more vulnarable, beekeepers face higher risk in their business. Specific challenge is the implementation of organic standards in beekeeping (3) The sector of beekeping is very fragmented, the Czech Republic has got the highest number of beekeepers in relation to country area (about 55 thousand beekeepers). This situation creates many conflicts among different proefessional and interest groups, which impacts on regulation and standards in the sector. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional.","czech republic, honey, mountain, import, risk, business, implementation, interest, regulation","http://www.wikidata.org/entity/Q213, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q62955, http://www.wikidata.org/entity/Q104493, http://www.wikidata.org/entity/Q4830453, http://www.wikidata.org/entity/Q245962, http://www.wikidata.org/entity/Q170924, http://www.wikidata.org/entity/Q428148",16.0,49.5,16.0,50.0
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. Beekeepers have to find new solution with respect to the increasing vulnerability of bee colonies. This challenge results in experimenting with treatments of varroa disease, which shall be in future hangled with less chemical inputs, and rely more on solutions that utilize natural processes and potentials of bee colonies. The innovation is related to the whole VC. The land use systems involved are Forestry and Natural land. The local assets include Natural and cultural.","innovation, varroa, disease","http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q1766457, http://www.wikidata.org/entity/Q12136",13.305087540081216,49.399270301749844,16.0,50.0
"Concluding remarks","Nowadays, beekeeping attracts a lot attention in the Czech Republic. Beekeping does not include significant entry barriers that are typical of mainstream agriculture. This activity has got a great potential for attracting new entrants to agriculture. It may contribute to the generationa renewal in agriculture/countryside regions.","czech republic, agriculture, potential","http://www.wikidata.org/entity/Q213, http://www.wikidata.org/entity/Q11451, http://www.wikidata.org/entity/Q1202245",16.0,49.5,16.0,50.0
