title,description,objects,objectlinks,lon,lat,bar_lon,bar_lat
"Almenland Herbs","The MOVING reference member state of this VC (Value Chain) is AUSTRIA. The reference MOVING Card ID of this VC is VC 03 AT. The association links 12 farms, which are certified organic. Some of the processing is done individually, other within the cooperation. The products are mainly sold locally via small shops, through a joint shop, online, and through hotels.",austria,http://www.wikidata.org/entity/Q40,14.0,48.0,14.0,48.0
"Mountain landscape and reference chains","The reference mountain chain of this VC is RR 11, Austrian Alps. The reference mountain landscape of this VC is Weiz (No: 617). The region Almenland (transl.: Styrian alpine pasture region) is one of the biggest connected pasture-regions in Europe (total 125 pastures, 36,6 km2). The pasture are between 1.200 and 1.500 m above sea level. The climate is characterized as humid, having a lot of thunderstorms. The rock formation is diverse, primarily limestone, further: phyllite, slate and greywacke.","alps, europe, weiz, pasture, limestone, phyllite, slate, greywacke","http://www.wikidata.org/entity/Q1286, http://www.wikidata.org/entity/Q46, http://www.wikidata.org/entity/Q875641, http://www.wikidata.org/entity/Q30121, http://www.wikidata.org/entity/Q23757, http://www.wikidata.org/entity/Q731880, http://www.wikidata.org/entity/Q207079, http://www.wikidata.org/entity/Q917545",10.0,46.0,14.0,48.0
"Geography and population","The size of the area (km2) is 1098. The minimum altimetry of the LAU (Local Administrative Unit) is 464. The maximum altimetry of the LAU is 1720. The total population (in thousand) is 90.654. The population density (Inhabitants/km2) in the LAU is 82.56. The population change rate of the LAU in the last 10 years (%) has been 3.68%. The overall regional population density (Inhabitants/km2) is 76.28. The regional population change rate in the last 10 years (%) has been 3.30%.","population density, altimetry, population","https://www.wikidata.org/entity/Q22856, https://www.wikidata.org/entity/Q1309100, https://www.wikidata.org/entity/Q2625603",15.648804607839635,47.20873958185875,14.0,48.0
"Income and gross value added","The average per capita income (EUR/year) [Province] is 21444. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8141. The primary sector share of total GVA/year [Province] is 11.77%. The secondary sector share of total GVA/year [Province] is 32.50%. The tertiary sector share of total GVA/year [Province] is 55.73%. The per capita income (EUR/year) [Region] is 21539. The total Gross Value Added (GVA) (EUR million/year) [Region] is 43050. The primary sector share of total GVA/year [Region] is 0.84%. The secondary sector share of total GVA/year [Region] is 35.12%. The tertiary sector share of total GVA/year [Region] is 64.04%.","gross value added, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q994873, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",15.648804607839635,47.20873958185875,14.0,48.0
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 4310. The regional (Region) share of total BPs/year is 2.77%. The number of agricultural holdings in the LAU is 4555. The nearest settlement with population over 100000 (km) is 30. In this region protected areas are present.","tourism industry",https://www.wikidata.org/entity/Q9323634,15.648804607839635,47.20873958185875,14.0,48.0
Employment,"The primary sector share of total employment/year [Province] is 11.55%. The secondary sector share of total employment/year [Province] is 29.94%. The tertiary sector share of total employment/year [Province] is 58.50%. The primary sector share of total employment/year [Region] is 5.55%. The secondary sector share of total employment/year [Region] is 26.47%. The tertiary sector share of total employment/year [Region] is 67.99%.","employment, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q656365, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",15.648804607839635,47.20873958185875,14.0,48.0
"Interest on this VC","12 herb farmers from the Almenland Nature Park founded an association in order to jointly process and sell various products made from herbs under The 'Almenland Kräuter' brand. The herbs are grown in small-scale organic cultivation or collected in the wild nature. All are harvested by hand. They offer a large variety of different herbs and a wide range of products ranging from food and drinks to cosmetic and wellness products. First, the cooperation of the farmers by setting up an association is an interesting business model, secondly the product range is innovative. Finally they are well embedded in the regional development, and cooperate with the nature park, the local gastronomy and hotels, which promote their products, use and sell them. They offer educational/touristic programmes.","herb, nature, park, food, cooperation, business, gastronomy","http://www.wikidata.org/entity/Q207123, http://www.wikidata.org/entity/Q7860, http://www.wikidata.org/entity/Q22698, http://www.wikidata.org/entity/Q2095, http://www.wikidata.org/entity/Q380962, http://www.wikidata.org/entity/Q4830453, http://www.wikidata.org/entity/Q171141",15.648804607839635,47.20873958185875,14.0,48.0
"Key local assets","The initiative is well embedded in the regional development strategy of Almenland 'Genussregion ( region of culinary delight : promoting local food specialities; quality standards set by the AgrarMarkt Austria). Some of the educational programmes are carried out in cooperation with the nature park and imply activities raising awareness for the natural habitat in the area and health related aspects; activities also enrich the touristic programme. Moreover, from an ecological perspective, the cultivation of herbs helps improve the quality of near-natural areas by enabling more diverse agricultural production with less use of pesticides. Flowering plants in particular provide insects with nectar and pollen at different times of the year and thus have the potential to reduce habitat fragmentation. Preserving areas suitable for wild collection and carefully collecting herbs is a suitable way of preserving the diversity of permanent grasslands without changing the type of land use. On the one hand, this represents an increased food supply for insects and, on the other hand, it offers additional income for the local farmers. ","austria, food, pollen, habitat fragmentation","http://www.wikidata.org/entity/Q40, http://www.wikidata.org/entity/Q2095, http://www.wikidata.org/entity/Q79932, http://www.wikidata.org/entity/Q913302",14.0,48.0,14.0,48.0
Challenges,"Extreme weather conditions as a result of climate change do not only change the natural vegetation, but also cultivation practices. While some of the herbs are quite robust against climate change, others will need more complex treatment (e.g. irrigation), or will need to be replaced by other varieties. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","climate, irrigation","http://www.wikidata.org/entity/Q7937, http://www.wikidata.org/entity/Q11453",15.648804607839635,47.20873958185875,14.0,48.0
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. The VC is particularly innovative in terms of products: they offer beside traditional food products made from herbs (e.g. tea, herbal salt, pure herbs), they created different spice mixes, liquor, syrups, and sweets with birch sugar. Moreover, they produce soaps and creams as well as incense materials. The innovation is related to New products, New processes and New marketing strategies. The land use systems involved are Natural land. The local assets include Natural and cultural.","innovation, food, marketing","http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q2095, http://www.wikidata.org/entity/Q39809",15.648804607839635,47.20873958185875,14.0,48.0
