title,description,objects,objectlinks,lon,lat,bar_lon,bar_lat
"Activities based on apple production in Mount Pelium and especially from Zagora area, Thessaly","The MOVING reference member state of this VC (Value Chain) is GREECE. The reference MOVING Card ID of this VC is VC 18 GR. The natural beauty of Pelium, a mountain with close proximity to the sea, along with the well-organized traditional apple cultivation create a composite bundle of activities in the area, compising of touristic, forest and farming activities. The local apple producers and their families retain their bonds and their resilience mainly because of their income from apples. The extrovent local cooperative has introduced innovations in production (organic cultivation and control of pests and diseases) and in marketing, which are vital for the sustainability of the area. The authorities in local and regional level and academic institutions contribute to the efforts. The resilience of the mountainers has a positive impact to the preservation of the forest and the development of complementary activities (truffles/mushrooms, apicature, logging, etc.).","greece, beauty, mountain, sea, apple, forest, cooperative, marketing, sustainability","http://www.wikidata.org/entity/Q41, http://www.wikidata.org/entity/Q7242, http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q165, http://www.wikidata.org/entity/Q89, http://www.wikidata.org/entity/Q4421, http://www.wikidata.org/entity/Q4539, http://www.wikidata.org/entity/Q39809, http://www.wikidata.org/entity/Q219416",23.0,38.5,23.0,38.5
"Mountain landscape and reference chains","The reference mountain chain of this VC is Pelium Mountain. The reference mountain landscape of this VC is EL613. The area of Zagora in Pelium mountain is thickly forested, with both deciduous and perennial forests, mainly of beech, oak, maple and chestnut trees, with olive, apple, pear trees and plane tree groves surrounding places with water. Both slopes of Pelium end to the sea. The closest town is Volos ( 50km, 1h15m), a pictueresque place with an important harbor."," mountain, landscape, apple, water, sea, volos"," http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q107425, http://www.wikidata.org/entity/Q89, http://www.wikidata.org/entity/Q283, http://www.wikidata.org/entity/Q165, http://www.wikidata.org/entity/Q200036",22.9425,39.361111111,23.0,38.5
"Geography and population","The size of the area (km2) is 150.3. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 1624. The total population (in thousand) is 202.401. The population density (Inhabitants/km2) in the LAU is 78.20. The population change rate of the LAU in the last 10 years (%) has been -0.03%. The overall regional population density (Inhabitants/km2) is 51.4. The regional population change rate in the last 10 years (%) has been -0.04%.","population density, altimetry, population","https://www.wikidata.org/entity/Q22856, https://www.wikidata.org/entity/Q1309100, https://www.wikidata.org/entity/Q2625603",23.09786087736423,39.43487921572499,23.0,38.5
"Income and gross value added","The average per capita income (EUR/year) [Province] is 12600. The total Gross Value Added (GVA) (EUR million/year) [Province] is 2223.65. The primary sector share of total GVA/year [Province] is 5.28%. The secondary sector share of total GVA/year [Province] is 18.57%. The tertiary sector share of total GVA/year [Province] is 76.14%. The per capita income (EUR/year) [Region] is 12600. The total Gross Value Added (GVA) (EUR million/year) [Region] is 7853.08. The primary sector share of total GVA/year [Region] is 11.89%. The secondary sector share of total GVA/year [Region] is 16.96%. The tertiary sector share of total GVA/year [Region] is 71.03%.","gross value added, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q994873, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",23.09786087736423,39.43487921572499,23.0,38.5
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2360. The regional (Region) share of total BPs/year is 0.256%. The number of agricultural holdings in the LAU is 13354. The nearest settlement with population over 100000 (km) is 54. In this region protected areas are present.","tourism industry",https://www.wikidata.org/entity/Q9323634,23.09786087736423,39.43487921572499,23.0,38.5
Employment,"The primary sector share of total employment/year [Province] is 11.07%. The secondary sector share of total employment/year [Province] is 17.69%. The tertiary sector share of total employment/year [Province] is 71.22%. The primary sector share of total employment/year [Region] is 21.40%. The secondary sector share of total employment/year [Region] is 13.73%. The tertiary sector share of total employment/year [Region] is 64.88%.","employment, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q656365, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",23.09786087736423,39.43487921572499,23.0,38.5
"Interest on this VC","Apple trees are cultivated in Zagora area (Pelium mountain, Thessaly) from 300m to 1100m. The apple cultivation is wide-spread in the area. The combination of the microclimatic conditions of the mountain and the sea breeze that prevails in the area, is one of the main factors of the unique taste of the Zagora apples. For over a century the local farmers have been organized in a very successful cooperative which promotes the apples to the Greek and international market. The Zagora apples are PDO/PGI, of high quality, high reputation, territorial identity and high exports. Apple cultivation is traditionally dominant in Zagora, an area of exceptional natural beauty. The vast majority of the producers participate in the local cooperative, which ensures Integrated management of high-standard production, high quality of products and an established brandname. Traditionally, the role of the female farmers is very crucial: in every family the female members are responsible for the sorting and packaging of apples. The VC exibits a traditional and cultural, a success story of a cooperative and innovations in the production and in marketing.","apple, mountain, sea breeze, cooperative","http://www.wikidata.org/entity/Q89, http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q81242, http://www.wikidata.org/entity/Q4539",23.09786087736423,39.43487921572499,23.0,38.5
"Key local assets","The area of Zagora is of outstanding natural beauty. The apple trees are cultivated with nature friendy techniques in high slope fields. The farmers of the area are organized in a highly efficient cooperative, in which the role of women is very important. The cultivation /exploitation of apples is traditional and nowadays is the most important economic and social activity in the area, which incorporate cultural activities such as an annual apple festival. ","beauty, apple, nature, cooperative, role, festival","http://www.wikidata.org/entity/Q7242, http://www.wikidata.org/entity/Q89, http://www.wikidata.org/entity/Q7860, http://www.wikidata.org/entity/Q4539, http://www.wikidata.org/entity/Q214339, http://www.wikidata.org/entity/Q132241",23.09786087736423,39.43487921572499,23.0,38.5
Challenges,"The international market competition is intensive and sets the high-quality and the guaranteed quantity as prerequisits. The climate change makes the trees valerable and introduces a harvest precariousness. The economic uncertainty in national and international level could become a threat for the business model of the cooperative. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","uncertainty, threat, business, cooperative","http://www.wikidata.org/entity/Q13649246, http://www.wikidata.org/entity/Q707125, http://www.wikidata.org/entity/Q4830453, http://www.wikidata.org/entity/Q4539",23.09786087736423,39.43487921572499,23.0,38.5
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. The cooperative has introduced innovative ways for the control of pests and diseases, based on academic research and participation in EU projects, along with a system of Integrated Production and Organic Production. Apart from apples, the products of the cooperative include the production of apple chips for diabetics, apple juices and organic apples and condensed juice (petimezi). The innovation is related to New products and New processes. The land use systems involved are Cropland. The local assets include Natural, social and cultural.","innovation, cooperative, apple, juice","http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q4539, http://www.wikidata.org/entity/Q89, http://www.wikidata.org/entity/Q8492",23.09786087736423,39.43487921572499,23.0,38.5
