title,description,objects,objectlinks,lon,lat,bar_lon,bar_lat
"Activities connected to legumes, traditinally cultivated in Feneos area in the Peloponnese","The MOVING reference member state of this VC (Value Chain) is GREECE. The reference MOVING Card ID of this VC is VC 17 GR. The VC engages the local producers and their families, due to the traditional scheme of cultivatrion. There is one cooperative of all producers, responsible for the quality standards of cultivation. There are a few firms which undertake the packaging, handling and marketing. Because of the traditional character of the product and the cultivation, the legumes are envolved in local catering services and activities of local cultural collectives. The quality of the products has drawn the attention of the munucipal administration and has brought about the interest of the Greek market and gastronomy. Local legumes are also studied in research projects for their resiliense in climatic change and their low carbon footprint.","greece, cooperative, catering, attention, interest, gastronomy, research","http://www.wikidata.org/entity/Q41, http://www.wikidata.org/entity/Q4539, http://www.wikidata.org/entity/Q777754, http://www.wikidata.org/entity/Q6501338, http://www.wikidata.org/entity/Q170924, http://www.wikidata.org/entity/Q171141, http://www.wikidata.org/entity/Q42240",23.0,38.5,23.0,38.5
"Mountain landscape and reference chains","The reference mountain chain of this VC is HELMOS / KILLINI (ZIRIA). The reference mountain landscape of this VC is KORINTHIA. Feneos Plateau is surrounded by the mountains Ziria 2374m, Chelmos (Aroania) 2355m, Oligyrtos 1935m and Saitas 1697m. Between 800 m and 1,800 m the mountains covered with pine forests. The higher areas consist of grasslands and barren rock. The area is relatively close to coasts and tourist activities and in an 2 hour distance from Patras and 2.5 hours from Athens.","athens, feneos, plateau, oligyrtos, patras","http://www.wikidata.org/entity/Q1524, http://www.wikidata.org/entity/Q3566598, http://www.wikidata.org/entity/Q75520, http://www.wikidata.org/entity/Q7086865, http://www.wikidata.org/entity/Q133123",22.31666667,37.95,23.0,38.5
"Geography and population","The size of the area (km2) is 226. The minimum altimetry of the LAU (Local Administrative Unit) is 912. The maximum altimetry of the LAU is 1024. The total population (in thousand) is 2.359. The population density (Inhabitants/km2) in the LAU is 10.44. The population change rate of the LAU in the last 10 years (%) has been 0.55%. The overall regional population density (Inhabitants/km2) is 37.1. The regional population change rate in the last 10 years (%) has been -0.03%.","population density, altimetry, population","https://www.wikidata.org/entity/Q22856, https://www.wikidata.org/entity/Q1309100, https://www.wikidata.org/entity/Q2625603",22.466164411997614,37.91752403611233,23.0,38.5
"Income and gross value added","The average per capita income (EUR/year) [Province] is 13600. The total Gross Value Added (GVA) (EUR million/year) [Province] is 1740.82. The primary sector share of total GVA/year [Province] is 5.61%. The secondary sector share of total GVA/year [Province] is 30.48%. The tertiary sector share of total GVA/year [Province] is 63.91%. The per capita income (EUR/year) [Region] is 14300. The total Gross Value Added (GVA) (EUR million/year) [Region] is 6956.17. The primary sector share of total GVA/year [Region] is 10.32%. The secondary sector share of total GVA/year [Region] is 25.30%. The tertiary sector share of total GVA/year [Region] is 64.39%.","gross value added, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q994873, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",22.466164411997614,37.91752403611233,23.0,38.5
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 326. The regional (Region) share of total BPs/year is 0.044%. The number of agricultural holdings in the LAU is 16219. The nearest settlement with population over 100000 (km) is 110. In this region protected areas are present.","tourism industry",https://www.wikidata.org/entity/Q9323634,22.466164411997614,37.91752403611233,23.0,38.5
Employment,"The primary sector share of total employment/year [Province] is 23.42%. The secondary sector share of total employment/year [Province] is 15.09%. The tertiary sector share of total employment/year [Province] is 61.49%. The primary sector share of total employment/year [Region] is 27.70%. The secondary sector share of total employment/year [Region] is 12.34%. The tertiary sector share of total employment/year [Region] is 59.96%.","employment, tertiary sector of the economy, secondary sector of the economy, primary sector of the economy","https://www.wikidata.org/entity/Q656365, https://www.wikidata.org/entity/Q55638, https://www.wikidata.org/entity/Q55639, https://www.wikidata.org/entity/Q55640",22.466164411997614,37.91752403611233,23.0,38.5
"Interest on this VC","In the plateau of Feneos, at an altitude of 900m in the north-easter Peloponnese, the technique of growing legumes is traditional: sowing, carving, tying plants, harvesting, cleaning, packaging, are done by hand, as decades ago. In the 19th century the lake that covered the plateau was dried up, and the cultivation of legumes began. The soils and microclimate of the area are considered ideal for growing legumes. These conditions and the traditional knowledge are crucial for the quality of legumes. Feneou vanilla beans and Feneou fava beans have been identified as PGI products due to the ability of producers to discern the exact time stage when the pods are ready for harvest, making the products of high nutritional value. The products, marketed either by the farmers themselves, or by small local firms or by the local cooperative, have gained fame and recognition. High quality product, high reputation product, territorial identity, cultural identity. The product exibits excellent drought resistance, minimal fertilization requirements, limited need for plant protection. A cooperative with extensive participation is responsible for the self-produced seeds, the cultivation and the processing. It is part of the cultural heritage and the gastronomy of the area. It has gain fame all over Greece, which has extented the VC outside the area of Feneos.","greece, feneos, peloponnese, microclimate, cooperative","http://www.wikidata.org/entity/Q41, http://www.wikidata.org/entity/Q3566598, http://www.wikidata.org/entity/Q78967, http://www.wikidata.org/entity/Q215108, http://www.wikidata.org/entity/Q4539",22.31666667,37.95,23.0,38.5
"Key local assets","The picturesque landscape of the plateau provides ideal climatic conditons and soil composition. Legumes are cultivated in the area for centuries and traditional knowledge has been developed. The farmers are organized in a cooperative which strenghrens the social interconnections and the sense of cooperation. The cooperation has undertaken actions towards standardization and marketing. The legumes are part of the cultural heritage and the gastronomy of the area. Nowadays the legume products are also sold in local festivals, and legumes are offered in religious festivities, in celebrations of joy or in ceremonies of sorrow in the villages of Feneos. The increasing interest of the product in the traditional Greek gastronomy has extented the VC beyond the limits of the area. ","knowledge, gastronomy, legume, joy, feneos, interest","http://www.wikidata.org/entity/Q9081, http://www.wikidata.org/entity/Q171141, http://www.wikidata.org/entity/Q145909, http://www.wikidata.org/entity/Q935526, http://www.wikidata.org/entity/Q3566598, http://www.wikidata.org/entity/Q170924",22.31666667,37.95,23.0,38.5
Challenges,"Legumes seem to be quite resilient to clime change compare to other cultivated plants. There is also evidence that the cultivation of legumes, especially with traditional techniques, has a very small energy footprint. Additionally, the increasing demand of legumes and the high nutritional value, make the prospects of the VC very promising. Although the domestic market is in short supply in legume products, the production and marketing of Feneos legumes face challenges: low crop yield, competition from imported, lower cost / lower quality legume products, even adulteration threaten the cultivation in the area. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional.","clime, energy, footprint, demand, legume, marketing, feneos, crop yield","http://www.wikidata.org/entity/Q5133389, http://www.wikidata.org/entity/Q11379, http://www.wikidata.org/entity/Q2562511, http://www.wikidata.org/entity/Q4402708, http://www.wikidata.org/entity/Q145909, http://www.wikidata.org/entity/Q39809, http://www.wikidata.org/entity/Q3566598, http://www.wikidata.org/entity/Q889514",22.31666667,37.95,23.0,38.5
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. An endogenious innovation is the knowledge capital in cultivation organically and by hand. During the last decade there is an exogenous innovation in marketig: the local farmers, aided by the municipality administration, have been trying to create a brandname for the legume products of the area and they have achieved the geographic indication (PGI) for two products (beans and yellow split pea) and they keep trying for more. The innovation is related to the whole VC. The land use systems involved are Cropland. The local assets include Natural, social and cultural.","innovation, knowledge, municipality, legume","http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q9081, http://www.wikidata.org/entity/Q15284, http://www.wikidata.org/entity/Q145909",22.466164411997614,37.91752403611233,23.0,38.5
"Concluding remarks","Similar VCs based on lagumes can be identified in Wesdtern Macedonia (MRL - NUTS3 : EL531, EL532, EL533).",,,22.466164411997614,37.91752403611233,23.0,38.5
